"00:27:34.555";"771";"Ext";"1";"96 07 00 00 00 00 00 00";"ADC: ";"1942"
"00:46:39.908";"771";"Ext";"";"04 01 00 00 00 00 00 00";"ADC: ";"260"
"00:46:39.908";"771";"Ext";"";"05 01 00 00 00 00 00 00";"ADC: ";"261"
"ZERO_ADC: 2016"
"ENERGY: 1272"
"REZULT: 5 – Превышено время досылки! Нет закусывания! Ударов требуемой энергетики не выявлено!   Неисправность досылателя!"
